Startup_ID,Country,Industry,Funding_Stage,Total_Funding_MUSD,Annual_Revenue_MUSD,Burn_Rate_MUSD,Revenue_Growth_Percent,Employee_Count,Valuation_MUSD,Is_IPO,Annual_Profit_MUSD,Is_Profitable,Region
1005,India,E-Commerce,Series C,30.3064306,74.55300084,16.07947904,195.143902,339,989.0776047,0,10.0125634,1,India
1006,India,SaaS,Series A,87.21828726,5.001049326,21.77885297,226.7267974,1654,138.9963279,0,-9.71279247,0,India
1007,India,AI/ML,Series B,1.408588313,29.95487678,8.546311061,101.4058539,981,359.3477652,0,3.728644675,1,India
1011,India,SaaS,Series B,69.29428706,184.74678,33.32307545,53.57910155,136,356.6936927,0,23.73494459,1,India
1014,India,HealthCare,Series B,17.10020134,7.122664856,46.95955269,267.377363,240,241.5147675,0,-32.33700493,0,India
1015,India,FinTech,Series B,39.41687774,16.77753026,30.93358046,174.1311079,1048,72.97867087,0,-15.61926729,0,India
1016,India,E-Commerce,Series C,19.37480233,96.57701649,44.08141083,289.7918551,1820,437.933189,0,-10.76427857,0,India
1020,India,EdTech,Series B,48.94994732,186.8483314,20.45971055,182.060822,1982,897.0744273,0,33.82377905,1,India
1022,India,AI/ML,Seed,13.76479324,138.8983493,29.32103208,253.2271675,283,103.8144019,0,14.23904672,1,India
1023,India,AI/ML,Series B,24.72137337,179.3488119,15.14557531,202.7074096,627,248.8220447,0,35.18313399,1,India
1027,India,FinTech,Seed,34.07364452,28.35786065,31.73080363,250.6710777,1567,892.5918926,0,-14.1975523,0,India
1030,India,E-Commerce,Seed,72.46346289,84.92298149,42.38630229,220.0852607,457,678.9908396,0,-6.740240988,0,India
1032,India,FinTech,Series C,14.02550048,31.76251739,26.83637337,51.86930919,1655,781.077277,0,-10.44818053,0,India
1033,India,HealthCare,Series B,5.879907903,108.3920081,32.4822026,178.018645,382,831.4139474,0,1.997457489,1,India
1038,India,SaaS,Seed,95.44756461,78.55003015,14.28210829,13.97641802,842,614.8224819,0,15.95271894,1,India
1041,India,E-Commerce,Series B,96.81340156,29.57536459,16.10313426,128.2916235,1279,198.7725548,0,0.490618081,1,India
1043,India,AI/ML,Series C,31.66609776,123.8090793,29.52746839,30.55296756,490,888.4017729,0,10.25203572,1,India
1045,India,SaaS,Series C,55.26388643,93.21238937,2.364324914,270.0348566,499,749.7504273,0,25.4139461,1,India
1050,India,FinTech,Series A,75.42809551,73.73959558,20.29929075,36.8396023,1290,550.3615087,0,6.614297123,1,India
1057,India,AI/ML,Series B,45.30668131,72.3241771,40.37728791,142.137371,1148,700.4991151,0,-10.52395214,0,India
1058,India,E-Commerce,Series A,91.78514948,177.9532531,13.88374295,196.1267385,503,488.7604119,0,39.75535641,1,India
1059,India,FinTech,Seed,47.31912145,138.233471,35.50800177,184.5346655,71,196.9963925,0,10.13755216,1,India
1062,India,HealthCare,Series B,1.370764376,178.5000566,41.02518899,289.7510602,506,93.3553053,0,13.04064528,1,India
1065,India,HealthCare,Series A,39.7810486,173.6325831,5.327716498,231.4521722,1692,290.1216357,1,43.94739565,1,India
1067,India,EdTech,Series C,28.29290379,91.08819079,12.69338658,58.53213171,1055,203.7209194,0,16.4326304,1,India
1069,India,SaaS,Series B,77.69744064,170.1760676,20.12133613,172.8402414,1357,912.2152983,0,32.85587151,1,India
1072,India,SaaS,Series A,16.40344211,2.086859165,33.62491439,88.98629205,1954,402.1808187,0,-23.54617201,0,India
1073,India,SaaS,Series A,96.04125307,184.4167529,0.280431502,200.0929874,1825,253.8270853,0,52.11707552,1,India
1078,India,HealthCare,Series B,31.42519292,121.1396039,43.21711811,178.9824585,1886,723.8373083,0,-0.376349768,0,India
1080,India,E-Commerce,Series A,32.37758357,186.9079481,12.19973361,35.29699895,28,77.96226749,0,41.842567,1,India
1084,India,E-Commerce,Seed,77.5942553,15.80953299,25.84866408,275.7439945,847,418.6097865,0,-11.61639624,0,India
1091,India,EdTech,Series C,96.02360376,28.43512505,49.57088702,151.1836435,1299,768.7455502,0,-24.82156008,0,India
1099,India,EdTech,Seed,18.28004247,186.5570949,10.15674306,90.99401157,655,200.7620719,0,41.78351552,1,India
1100,India,FinTech,Series C,8.010655437,95.94814919,32.59117467,157.2380458,1049,32.29195644,0,-0.127213541,0,India
1101,India,E-Commerce,Series A,40.62169046,112.4605278,36.66481688,202.4415604,287,519.9982034,0,3.190957574,1,India
1106,India,HealthCare,Seed,6.984245376,111.191017,38.19590029,165.0227969,679,902.3031123,0,0.450473258,1,India
1109,India,EdTech,Series A,45.34124314,176.8417201,0.413648739,160.4928312,150,258.4633436,0,48.2365592,1,India
1110,India,FinTech,Series B,31.617619,101.9936877,7.192951338,101.4042846,743,187.9649707,0,21.77640956,1,India
1111,India,EdTech,Series B,50.73745426,128.8107095,11.2425477,228.0639585,35,517.6111723,0,28.04908534,1,India
1112,India,EdTech,Series B,34.52928084,79.15042836,13.67059672,97.68653101,107,608.0503736,0,13.84983864,1,India
